temperature,method,iteration,regret_mean,regret_std,best_obj_mean,best_obj_se
2.0,Uniform Random,0,0.6411276332911848,0.2035174741880947,1.3828723667088152,0.02035174741880947
2.0,Uniform Random,1,0.6206205971467081,0.1895506419171943,1.4033794028532918,0.018955064191719433
2.0,Uniform Random,2,0.5954039816257258,0.18739848714583307,1.4285960183742743,0.018739848714583306
2.0,Uniform Random,3,0.5750955076675878,0.17504069671494343,1.4489044923324124,0.017504069671494343
2.0,Uniform Random,4,0.5491781976501082,0.16223487361249242,1.4748218023498918,0.01622348736124924
2.0,Uniform Random,5,0.5331373930726193,0.1588109944115941,1.4908626069273807,0.01588109944115941
2.0,Uniform Random,6,0.525767213604007,0.15670396310972287,1.498232786395993,0.015670396310972286
2.0,Uniform Random,7,0.508259684818177,0.14565411572419804,1.515740315181823,0.014565411572419803
2.0,Uniform Random,8,0.5034285458327199,0.14281465218368722,1.5205714541672801,0.014281465218368723
2.0,Uniform Random,9,0.49096675877692614,0.13507887621989742,1.5330332412230738,0.013507887621989742
2.0,Uniform Random,10,0.4880562347808903,0.1333815486140833,1.5359437652191097,0.01333815486140833
2.0,Gaussian Random,0,0.6411276332911848,0.2035174741880947,1.3828723667088152,0.02035174741880947
2.0,Gaussian Random,1,0.5684644421484534,0.16806879224010401,1.4555355578515465,0.0168068792240104
2.0,Gaussian Random,2,0.525156114670501,0.12515703790516705,1.498843885329499,0.012515703790516705
2.0,Gaussian Random,3,0.5027075096140328,0.10974364587836506,1.5212924903859673,0.010974364587836506
2.0,Gaussian Random,4,0.4810530718711474,0.09130745793896204,1.5429469281288526,0.009130745793896205
2.0,Gaussian Random,5,0.47060799454055524,0.08721207567567772,1.5533920054594448,0.008721207567567772
2.0,Gaussian Random,6,0.4560897936704056,0.08164518826334463,1.5679102063295944,0.008164518826334463
2.0,Gaussian Random,7,0.44590573443022463,0.06899031545252765,1.5780942655697754,0.006899031545252765
2.0,Gaussian Random,8,0.4348126714166923,0.05839837083604522,1.5891873285833078,0.005839837083604521
2.0,Gaussian Random,9,0.4271661343243612,0.053359808640411156,1.596833865675639,0.005335980864041115
2.0,Gaussian Random,10,0.4242578847504369,0.050601459891863494,1.5997421152495632,0.005060145989186349
2.0,CBO (no CPC),0,0.6411276332911848,0.2035174741880947,1.3828723667088152,0.02035174741880947
2.0,CBO (no CPC),1,0.6090870673761013,0.18068268402213286,1.4149129326238987,0.018068268402213285
2.0,CBO (no CPC),2,0.5770207965440842,0.17422131412223466,1.446979203455916,0.017422131412223464
2.0,CBO (no CPC),3,0.5613435404012009,0.16348824978222692,1.462656459598799,0.01634882497822269
2.0,CBO (no CPC),4,0.526330349033706,0.1397659748900387,1.497669650966294,0.013976597489003869
2.0,CBO (no CPC),5,0.4825980965925163,0.12163546473996897,1.5414019034074837,0.012163546473996898
2.0,CBO (no CPC),6,0.465602498423861,0.12270122923990495,1.558397501576139,0.012270122923990495
2.0,CBO (no CPC),7,0.45460460425104915,0.12102923920513162,1.5693953957489508,0.012102923920513162
2.0,CBO (no CPC),8,0.44067042473145,0.12187115811154875,1.5833295752685501,0.012187115811154874
2.0,CBO (no CPC),9,0.43027564386292644,0.11637361179473428,1.5937243561370735,0.011637361179473428
2.0,CBO (no CPC),10,0.4154170453072513,0.11792780349458204,1.6085829546927486,0.011792780349458205
2.0,"CPC+CBO,alpha=0.4",0,0.6411276332911848,0.2035174741880947,1.3828723667088152,0.02035174741880947
2.0,"CPC+CBO,alpha=0.4",1,0.5668398238377772,0.16440848049761828,1.4571601761622228,0.016440848049761828
2.0,"CPC+CBO,alpha=0.4",2,0.5447158457632237,0.15416965193357934,1.4792841542367763,0.015416965193357935
2.0,"CPC+CBO,alpha=0.4",3,0.4990571826537869,0.12704440201684522,1.5249428173462132,0.012704440201684522
2.0,"CPC+CBO,alpha=0.4",4,0.47084561811578957,0.10497612780890066,1.5531543818842104,0.010497612780890066
2.0,"CPC+CBO,alpha=0.4",5,0.4474637920717058,0.08267861596599103,1.5765362079282943,0.008267861596599103
2.0,"CPC+CBO,alpha=0.4",6,0.4393535314602046,0.07547383546419567,1.5846464685397954,0.007547383546419567
2.0,"CPC+CBO,alpha=0.4",7,0.4339420698976383,0.0746795565181407,1.5900579301023616,0.007467955651814071
2.0,"CPC+CBO,alpha=0.4",8,0.42402106607355355,0.06691372263109412,1.5999789339264465,0.006691372263109412
2.0,"CPC+CBO,alpha=0.4",9,0.4165323403026281,0.06360466890310092,1.607467659697372,0.006360466890310092
2.0,"CPC+CBO,alpha=0.4",10,0.40699669420183393,0.05627772011834231,1.617003305798166,0.005627772011834231
