temperature,method,iteration,regret_mean,regret_std,best_obj_mean,best_obj_se
0.1,Uniform Random,0,0.6411276332911848,0.2035174741880947,1.3828723667088152,0.02035174741880947
0.1,Uniform Random,1,0.6093553248229263,0.1902979101493389,1.4146446751770738,0.019029791014933888
0.1,Uniform Random,2,0.5777285705812388,0.17871699119040763,1.4462714294187613,0.01787169911904076
0.1,Uniform Random,3,0.5613384580116015,0.16426302305284296,1.4626615419883984,0.016426302305284295
0.1,Uniform Random,4,0.5461612899015313,0.15339322039129183,1.4778387100984687,0.015339322039129183
0.1,Uniform Random,5,0.541280665401465,0.14813514258215765,1.482719334598535,0.014813514258215765
0.1,Uniform Random,6,0.537068907848887,0.14302770675286416,1.4869310921511132,0.014302770675286416
0.1,Uniform Random,7,0.5255339914778385,0.13542687886501573,1.4984660085221615,0.013542687886501573
0.1,Uniform Random,8,0.5184250399571095,0.1309530174813026,1.5055749600428905,0.013095301748130261
0.1,Uniform Random,9,0.5036831265026229,0.12119662625045521,1.520316873497377,0.012119662625045522
0.1,Uniform Random,10,0.4927733768061138,0.10983386896120216,1.5312266231938862,0.010983386896120216
0.1,Gaussian Random,0,0.6411276332911848,0.2035174741880947,1.3828723667088152,0.02035174741880947
0.1,Gaussian Random,1,0.567951597313774,0.16480414408645933,1.4560484026862262,0.016480414408645932
0.1,Gaussian Random,2,0.5240957832436542,0.1279680482230871,1.4999042167563457,0.012796804822308711
0.1,Gaussian Random,3,0.50768464545108,0.11518131916031996,1.51631535454892,0.011518131916031996
0.1,Gaussian Random,4,0.48987099179193455,0.11273238477786392,1.5341290082080654,0.011273238477786392
0.1,Gaussian Random,5,0.4671982647698916,0.09569629336097836,1.5568017352301085,0.009569629336097837
0.1,Gaussian Random,6,0.44877793460564924,0.07572820835891868,1.5752220653943507,0.007572820835891868
0.1,Gaussian Random,7,0.4422281825450968,0.0721932531355649,1.5817718174549031,0.00721932531355649
0.1,Gaussian Random,8,0.4387817092408975,0.069021308231786,1.5852182907591026,0.006902130823178599
0.1,Gaussian Random,9,0.4316301324987854,0.0627372258717342,1.5923698675012146,0.006273722587173421
0.1,Gaussian Random,10,0.4264036561708328,0.05708592965991974,1.5975963438291672,0.005708592965991974
0.1,CBO (no CPC),0,0.6411276332911848,0.2035174741880947,1.3828723667088152,0.02035174741880947
0.1,CBO (no CPC),1,0.5997137805159029,0.19500854087191655,1.424286219484097,0.019500854087191655
0.1,CBO (no CPC),2,0.5390708263819278,0.1697714215525838,1.484929173618072,0.01697714215525838
0.1,CBO (no CPC),3,0.4698821675830569,0.11679310523568451,1.5541178324169431,0.01167931052356845
0.1,CBO (no CPC),4,0.4431383545868681,0.10860780708771914,1.580861645413132,0.010860780708771913
0.1,CBO (no CPC),5,0.41663703804821645,0.09251521254124775,1.6073629619517835,0.009251521254124775
0.1,CBO (no CPC),6,0.39590418801685856,0.0840015524863702,1.6280958119831415,0.00840015524863702
0.1,CBO (no CPC),7,0.3856697381959823,0.06840027794122655,1.6383302618040176,0.006840027794122655
0.1,CBO (no CPC),8,0.3795423283827891,0.06495267019342868,1.6444576716172108,0.006495267019342868
0.1,CBO (no CPC),9,0.3741399500636212,0.06571498702052778,1.649860049936379,0.006571498702052777
0.1,CBO (no CPC),10,0.3638756765432252,0.07719816260506097,1.6601243234567749,0.007719816260506098
0.1,"CPC+CBO,alpha=0.4",0,0.6411276332911848,0.2035174741880947,1.3828723667088152,0.02035174741880947
0.1,"CPC+CBO,alpha=0.4",1,0.5188320582598827,0.14001345970507886,1.5051679417401174,0.014001345970507886
0.1,"CPC+CBO,alpha=0.4",2,0.49543856773164663,0.1332566499237212,1.5285614322683534,0.01332566499237212
0.1,"CPC+CBO,alpha=0.4",3,0.45304403389883263,0.11271577826426503,1.5709559661011674,0.011271577826426503
0.1,"CPC+CBO,alpha=0.4",4,0.4201070498378847,0.09145276635725633,1.6038929501621153,0.009145276635725633
0.1,"CPC+CBO,alpha=0.4",5,0.3935519506310826,0.06009312579857215,1.6304480493689173,0.006009312579857215
0.1,"CPC+CBO,alpha=0.4",6,0.3853587894047015,0.05509021284469731,1.6386412105952985,0.005509021284469731
0.1,"CPC+CBO,alpha=0.4",7,0.38027474385281274,0.04895042631608608,1.6437252561471873,0.004895042631608608
0.1,"CPC+CBO,alpha=0.4",8,0.3765007237189302,0.04661460294771926,1.6474992762810698,0.004661460294771927
0.1,"CPC+CBO,alpha=0.4",9,0.37502333130254834,0.045688282918957226,1.6489766686974516,0.0045688282918957225
0.1,"CPC+CBO,alpha=0.4",10,0.3733100422097687,0.04494348851457317,1.6506899577902314,0.004494348851457317
